DBA,BORO,CUISINE DESCRIPTION,GRADE,address_full,lat,long,VIOLATION CODE
SUBWAY,QUEENS,Sandwiches,A,25105 JAMAICA AVENUE 11426.0,40.7269621,-73.7139073,1
SUBWAY,QUEENS,Sandwiches,Z,2109 BROADWAY 11106.0,40.7800963,-73.98206019999998,5
SUBWAY,QUEENS,Sandwiches,Z,4319 QUEENS BOULEVARD 11104.0,40.743696299999996,-73.92064239999998,4
SUBWAY,STATEN ISLAND,Sandwiches,A,1145 BAY STREET 10305.0,40.61524179999999,-74.0665238,2
SUBWAY,STATEN ISLAND,Sandwiches,A,1724 VICTORY BOULEVARD 10314.0,40.6128116,-74.1211744,1
SUBWAY STORE #30214,QUEENS,Sandwiches,Z,9558 QUEENS BLVD 11374.0,40.730094799999996,-73.86284909999998,2
SUGAR BOWL,QUEENS,American,A,20318 BREEZY POINT BLVD nan,40.5563099,-73.92210229999998,2
SUGAR FACTORY,BROOKLYN,"Ice Cream, Gelato, Yogurt, Ices",A,620 ATLANTIC AVE 11217.0,40.68264990000001,-73.97541319999998,1
SUITE 200/1879,MANHATTAN,American,A,4 PENN PLZ 10121.0,40.7505621,-73.99347089999998,1
SUKI ICHIRO SUSHI,MANHATTAN,Japanese,Z,1694 2ND AVE 10128.0,40.7788463,-73.95070030000001,8
SULLIVAN STREET BAKERY,MANHATTAN,Bakery,A,236 9 AVENUE 10001.0,40.7473222,-74.0004691,2
SUMO SUSHI,BROOKLYN,Japanese,Z,139 HAVEMEYER ST 11211.0,40.711958200000005,-73.9571406,6
SUNFLOWER CAFE,MANHATTAN,American,A,676 AMSTERDAM AVE 10025.0,40.792091,-73.972236,1
SUNNYSIDE PIZZA,QUEENS,Pizza,A,4001 QUEENS BOULEVARD 11104.0,40.744065500000005,-73.9240257,2
SUNRISE MART,MANHATTAN,Asian,Z,12 EAST   41 STREET 10017.0,40.75238179999999,-73.9806608,4
SUNSET RIDGE DELI,BROOKLYN,Delicatessen,Z,5802 5 AVENUE 11220.0,33.5223047,-112.08047240000002,6
SUPER POLLO,BROOKLYN,Peruvian,Z,4102 5 AVENUE 11232.0,40.6502117,-74.00543019999998,1
SUPER STAR KTV,QUEENS,Chinese,Z,13158 SANFORD AVE 11355.0,40.754414000000004,-73.8339137,5
SUPER TACO,BROOKLYN,Mexican,Z,261 KINGS HWY 11223.0,40.6054655,-73.98091389999998,4
SUPERFINE,BROOKLYN,American,A,126 FRONT STREET 11201.0,0.0,0.0,2
SUPREME CARIBBEAN AND AMERICAN CUISINE,BRONX,Caribbean,A,3634 WHITE PLAINS RD 10467.0,40.880016,-73.86457259999999,2
SUSHI ON JONES,MANHATTAN,Japanese,A,348 BOWERY 10012.0,40.726679,-73.99207059999998,3
SUSHI REN,MANHATTAN,Japanese,Z,1584 2ND AVE 10028.0,40.77533,-73.9534,5
SUSHI STAR,MANHATTAN,Japanese,Z,462 9TH AVE 10018.0,40.75446549999999,-73.995325,3
SUSHI SUKI,MANHATTAN,Japanese,A,1577 YORK AVE 10028.0,40.774553000000004,-73.9484502,3
SUSHI YOU,QUEENS,Japanese,A,21505 73 AVENUE 11364.0,49.13548660000001,-122.68200459999998,2
SUSHI-TERIA,MANHATTAN,Japanese,A,350 5TH AVE 10118.0,40.7482436,-73.9851073,2
SUTEISHI,MANHATTAN,Japanese,A,24 PECK SLIP 10038.0,40.707888200000006,-74.00192969999998,3
SUTTON BAR ROOM,MANHATTAN,American,A,1074 1 AVENUE 10022.0,40.7591723,-73.9620025,2
SUTTON CAFE RESTAURANT,MANHATTAN,American,A,1026 FIRST AVENUE 10022.0,40.7577394,-73.96310770000001,3
SUZY'S ROTI PARLOUR,BROOKLYN,Caribbean,Z,907 CHURCH AVE 11218.0,40.646729799999996,-73.9704948,4
SVG CARIBBEAN BAKERY AND RESTAURANT,BROOKLYN,Caribbean,A,1621 NOSTRAND AVE 11226.0,40.6465278,-73.94889789999998,1
SWEET HABIT,QUEENS,Caf̩/Coffee/Tea,A,4511 BROADWAY 11103.0,40.757081,-73.91439799999998,2
SWEET MANGO,QUEENS,Mexican,A,8782 SUTPHIN BLVD 11435.0,40.7049366,-73.8096723,2
SWEET MAY'S BAKERY,QUEENS,Bakery,Z,10613 LIBERTY AVE 11417.0,40.6834339,-73.8346811,5
SWEETGREEN GANSEVOORT,MANHATTAN,Salads,A,32 GANSEVOORT ST 10014.0,40.739179,-74.00588929999998,2
SYBIL'S BAKERY,QUEENS,Caribbean,A,13217 LIBERTY AVENUE 11419.0,40.691014,-73.813673,3
SZE'S GOLDEN DRAGON,QUEENS,Chinese,A,3406 31ST AVE 11106.0,40.7629439,-73.9208965,3
SZECHUAN GARDEN,MANHATTAN,Chinese,Z,239 W 105TH ST 10025.0,40.8005652,-73.9675525,7
Sandz Bar and Grill,QUEENS,Other,Z,23432 MERRICK BLVD 11422.0,40.6739046,-73.73556060000001,2
Spice Hut,MANHATTAN,Indian,Z,2036 2ND AVE 10029.0,40.7896788,-73.9428018,5
Sushi Kaito,MANHATTAN,Japanese,A,244 W 72ND ST 10023.0,40.779173,-73.98366870000001,1
T & G FLAVORS,QUEENS,Caribbean,Z,22801 LINDEN BLVD 11411.0,40.6929995,-73.7327535,4
T- 45,MANHATTAN,American,A,135 W 45TH ST 10036.0,40.7575283,-73.9840627,2
T.G.I. FRIDAY'S,BRONX,American,A,17501780 EAST GUN HILL ROAD nan,40.873507700000005,-73.85426340000001,2
TABATA 2 JAPANESE NOODLE RESTAURANT,MANHATTAN,Japanese,Z,557 8TH AVE 10018.0,40.7547065,-73.99189859999998,6
TABLE 87,BROOKLYN,Pizza,A,473 3RD AVE 11215.0,40.670658,-73.99135199999998,2
TABLE 87,BROOKLYN,Pizza,A,620 ATLANTIC AVENUE 11217.0,40.68264990000001,-73.97541319999998,1
TABLE 87 PIZZA,BROOKLYN,Pizza/Italian,A,254 36TH ST 11232.0,40.65617039999999,-74.0077337,2
TABLE D'HOTE,MANHATTAN,American,A,44 EAST   92 STREET 10128.0,40.7844446,-73.95588930000002,2
TABLE GREEN,MANHATTAN,Sandwiches/Salads/Mixed Buffet,A,0 BATTERY PARK 10004.0,40.703277500000006,-74.01702790000002,2
TACK'S CHINESE TAKE OUT,STATEN ISLAND,Chinese,A,11C HOLDEN BLVD 10314.0,40.60466690000001,-74.12119729999998,2
TACO BELL,MANHATTAN,Mexican,A,1614 2ND AVE 10028.0,40.776285200000004,-73.9524912,1
TACO BELL PIZZA HUT,QUEENS,American,A,16001 JAMAICA AVE 11432.0,40.7039929,-73.79914000000001,4
TACO VELOZ,QUEENS,Mexican,Z,9606 ROOSEVELT AVENUE 11368.0,40.7490683,-73.86893479999998,3
TACOMBI BLEECKER ST.,MANHATTAN,Mexican,A,255 BLEECKER ST 10014.0,40.731108600000006,-74.00275169999998,1
TACOS MEXICO,QUEENS,Mexican,Z,4110 102 STREET 11368.0,40.7481815,-73.8634962,6
TACOS MORELOS BAR & RESTAURANT,QUEENS,Mexican,A,9413 37TH AVE 11372.0,40.7511644,-73.8727225,3
TAIWANESE HOTPOT #18,QUEENS,Chinese,A,13335 ROOSEVELT AVE 11354.0,40.7588367,-73.83313340000001,1
TAJIN RESTAURANT,MANHATTAN,Mexican,A,85 GREENWICH STREET 10006.0,40.7077343,-74.01355199999998,3
TAKESUSHI,QUEENS,Japanese,A,4346 42 STREET 11104.0,40.7578775,-73.99132759999998,2
TAKSIM,BROOKLYN,Turkish,A,776 4TH AVE 11232.0,40.6599732,-73.99894559999998,2
TAL BAGELS,MANHATTAN,Bagels/Pretzels,A,1228 LEXINGTON AVENUE 10028.0,40.7777403,-73.95707399999998,1
TALLGRASS BURGER,MANHATTAN,Hamburgers,A,214 1 AVENUE 10009.0,40.7304761,-73.9829575,1
TALON BAR,BROOKLYN,French,A,220 WYCKOFF AVE 11237.0,40.7011145,-73.91433909999998,1
TAM PO PO RAMEN,MANHATTAN,Japanese,A,1 BENNETT AVE 10033.0,40.850747999999996,-73.93627800000002,2
TANDIR KEBAB,BROOKLYN,Eastern European,A,312 DITMAS AVE 11218.0,40.635626200000004,-73.9755189,3
TANDOOR PALACE,MANHATTAN,Indian,A,88 FULTON STREET 10038.0,40.709101000000004,-74.005837,2
TANGRA MASALA,MANHATTAN,Chinese,A,103 LEXINGTON AVE 10016.0,40.74559179999999,-73.9807119,3
TANNER SMITH'S,MANHATTAN,American,A,204 W 55TH ST 10019.0,40.7643362,-73.9815899,2
TAQUERIA EL BUEN GUSTO,BROOKLYN,Mexican,A,277 NEPTUNE AVENUE 11235.0,40.5813979,-73.963594,2
TAQUERIA KERMES,QUEENS,Spanish,A,6636 FRESH POND ROAD 11385.0,40.7079101,-73.89788409999998,1
TAQUERIA OAXACA,STATEN ISLAND,Spanish,A,167 MAIN ST 10307.0,40.5108329,-74.248459,2
TAQUERIA RESTAURANTE MI BARRIO,BROOKLYN,Mexican,Z,3415 14 AVENUE 11218.0,0.0,0.0,4
TAQUERIA SANTA FE,MANHATTAN,Mexican,A,2131 3RD AVE 10035.0,40.798201,-73.93962690000001,4
TARROS BAR,QUEENS,Spanish,A,11113 ROOSEVELT AVE 11368.0,40.751945,-73.855518,3
TASTALU PANINI,MANHATTAN,Italian,A,75 9th AVE 10011.0,40.742450899999994,-74.00595809999999,1
TASTE NY,QUEENS,Sandwiches/Salads/Mixed Buffet,A,1 JFK INTL AIRPORT BLVD 11430.0,40.6413111,-73.77813909999998,1
TASTE OF BENGAL,QUEENS,Bangladeshi,Z,2827 31 STREET 11102.0,40.767703600000004,-73.9204705,6
TASTY POPCORN CHICKEN/ YO MAMA'S PIZZA,QUEENS,Chinese,Z,13545 ROOSEVELT AVE 11354.0,40.7595864,-73.83052070000001,3
TASTY THAI,QUEENS,Thai,Z,7204 FOREST AVE 11385.0,40.6999396,-73.89951009999999,5
TAVARES,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,9610 JAMAICA AVE 11421.0,40.694288,-73.849012,2
TAVERN ON JANE,MANHATTAN,American,Z,31 8 AVENUE 10014.0,40.637755,-74.00720600000001,3
TAYLOR ST BARISTAS,MANHATTAN,Caf̩/Coffee/Tea,A,285 MADISON AVE 10017.0,40.7516776,-73.97954709999998,2
TEAS ME DEAR,QUEENS,"Juice, Smoothies, Fruit Salads",A,3901 MAIN ST 11354.0,0.0,0.0,3
TELEON CAFE,MANHATTAN,American,A,264 WEST   40 STREET 10018.0,40.7555838,-73.99024909999999,2
TEN ICHI RAMEN,BROOKLYN,Asian,A,382 7TH AVE 11215.0,40.665437,-73.9830259,3
TENDA ASIAN FUSION,BROOKLYN,Japanese,Z,1734 SHEEPSHEAD BAY ROAD 11235.0,40.5851272,-73.9517335,3
TENDER,MANHATTAN,Steak,A,130 W 47TH ST 10036.0,40.758434,-73.9830822,3
TENG DRAGON,MANHATTAN,Chinese,A,2260 1ST AVE 10035.0,40.796102600000005,-73.9349786,2
TENICHI RAMEN,BROOKLYN,Japanese,A,116 SMITH ST 11201.0,0.0,0.0,2
TEQUILA CHITO'S MEXICAN GRILL,MANHATTAN,Mexican,Z,358 WEST   23 STREET 10011.0,40.746042200000005,-74.00088819999998,3
TERRA,BROOKLYN,American,A,1716 SHEEPSHEAD BAY RD 11235.0,40.585545,-73.951892,2
TERRA BLUES,MANHATTAN,American,A,149 BLEEKER STREET 10012.0,40.728403899999996,-73.9992845,4
TERRACE EAST,BROOKLYN,American,A,3052-3078 W 21ST ST 11224.0,40.573082899999996,-73.987686,1
TERRACE WEST,BROOKLYN,American,A,3052-3078 W 21ST ST 11224.0,40.573082899999996,-73.987686,2
TERRAVITA BAR & KITCHEN,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,4193 BROADWAY 10033.0,40.84810470000001,-73.9380714,2
TERROIR TRIBECA,MANHATTAN,Italian,Z,24 HARRISON STREET 10013.0,40.7189227,-74.0099594,5
TEXAS CHICKEN,BRONX,American,A,78 WESTCHESTER SQ 10461.0,40.8409938,-73.84213609999998,1
TEXAS CHICKEN & BURGER,BROOKLYN,Chicken,A,1148 FLATBUSH AVE 11226.0,40.6421524,-73.95769159999998,1
TEXAS CHICKEN & BURGERS,BRONX,Chicken,Z,1027 WESTCHESTER AVE 10459.0,40.82427759999999,-73.893158,4
TEXAS CHICKEN & BURGERS,QUEENS,Chicken,A,2407 STEINWAY ST 11103.0,40.768727,-73.9108464,3
THAI 101,BROOKLYN,Thai,Z,448 MYRTLE AVENUE 11205.0,40.6930743,-73.96750999999998,3
THAI @ LEX,MANHATTAN,Thai,A,1244 LEXINGTON AVE 10028.0,40.7781335,-73.956801,2
THAI ELEPHANT RESTAURANT,QUEENS,Thai,A,2109 31 STREET 11105.0,40.777631899999996,-73.9085175,2
THAI FARM KITCHEN,BROOKLYN,Thai,A,416 CHURCH AVE 11218.0,40.6440456,-73.9760584,2
THAI SOUP,MANHATTAN,Thai,A,166 E 118TH ST 10035.0,40.799344,-73.9397249,2
THAI VILLA,MANHATTAN,Thai,A,5 E 19TH ST 10003.0,40.7390081,-73.9906637,2
THAILICIOUS,MANHATTAN,Thai,A,75 BAXTER ST 10013.0,40.716517700000004,-74.00000779999998,3
THE 13TH STEP,MANHATTAN,American,A,149 2 AVENUE 10003.0,40.729479600000005,-73.9872714,2
THE ALCHEMIST'S KITCHEN,MANHATTAN,Vegetarian,A,21 E 1ST ST 10003.0,40.72419779999999,-73.9912267,1
THE ASSEMBLY BAR,QUEENS,American,A,7302 COOPER AVENUE 11385.0,40.703885,-73.876876,2
THE ATRIUM @ BROOKLYN BOTANIC GARDEN,BROOKLYN,American,A,1000 WASHINGTON AVE 11225.0,40.6666156,-73.9619802,1
THE BAGEL HOUSE,QUEENS,Bakery,A,3811 DITMARS BLVD 11105.0,40.773225700000005,-73.90625829999998,2
THE BASAC,QUEENS,Korean,A,15809 NORTHERN BLVD 11358.0,40.7635279,-73.80693659999999,3
THE BLACK DERBY,MANHATTAN,American,A,310 W 4TH ST 10014.0,38.0156849,-121.8106412,2
THE BRAZEN HEAD,BROOKLYN,American,A,228230 ATLANTIC AVENUE nan,40.676301200000005,-73.9081386,2
THE BREUKELEN COFFEE HOUSE,BROOKLYN,Caf̩/Coffee/Tea,Z,764 FRANKLIN AVENUE 11238.0,40.672350099999996,-73.9576802,3
THE BREW INN,BROOKLYN,Polish,A,924 MANHATTAN AVE 11222.0,40.73106,-73.9541036,2
THE BROTHERS CAFE,QUEENS,American,Z,3949 43 AVENUE 11104.0,40.7457232,-73.92418070000001,4
THE BURRITO SHOPPE AND SALAD JUNKIE,STATEN ISLAND,Mexican,B,100 STUYVESANT PL 10301.0,40.6436611,-74.0776983,5
THE BUTCHER'S DAUGHTER,BROOKLYN,Vegetarian,Z,271 METROPOLITAN AVE 11211.0,40.714921600000004,-73.9584941,4
THE CAF,QUEENS,American,A,1 JFK INTL AIRPORT BLVD 11430.0,40.6413111,-73.77813909999998,3
THE CAFE,MANHATTAN,Caf̩/Coffee/Tea,A,2 WEST LOOP ROAD 10044.0,40.755644000000004,-73.9560965,1
THE CASTELLO PLAN,BROOKLYN,American,A,1213 CORTELYOU RD 11218.0,40.6403401,-73.96667590000001,2
THE COMFORT DINER,MANHATTAN,American,A,214 EAST   45 STREET 10017.0,40.752247,-73.97229399999998,3
THE COTTAGE,MANHATTAN,Chinese,A,360 AMSTERDAM AVENUE 10024.0,40.7821643,-73.97943649999998,3
THE COUNTRY CAFE,MANHATTAN,Sandwiches/Salads/Mixed Buffet,Z,60 WALL STREET 10005.0,0.0,0.0,3
THE COUPE,STATEN ISLAND,Tapas,A,379 VAN DUZER ST 10304.0,40.6287591,-74.07969449999999,1
THE CRABBY SHACK SANDWICH SHOP,BROOKLYN,Seafood,A,154 CLINTON AVE 11205.0,40.6934086,-73.9689853,2
THE CRAIC,BROOKLYN,Irish,A,488 DRIGGS AVE 11211.0,40.7186244,-73.9551067,4
THE CROSBY STREET HOTEL,MANHATTAN,American,A,79 CROSBY STREET 10012.0,40.7230556,-73.99737990000001,2
THE DESSERT KITCHEN,QUEENS,Caf̩/Coffee/Tea,Z,13340 37TH AVE 11354.0,40.76054310000001,-73.8335603,10
THE DEZ,MANHATTAN,Mediterranean,A,227 MULBERRY ST 10012.0,40.7225831,-73.9962714,3
THE DUMPLING HOUSE,QUEENS,Chinese,Z,8305 BROADWAY 11373.0,40.741155400000004,-73.87957449999998,5
THE EMPANADA SPOT,QUEENS,Spanish,A,6109 SPRINGFIELD BLVD 11364.0,40.748721100000004,-73.75609469999998,2
THE GARRETT,MANHATTAN,American,A,296 BLEECKER ST 10014.0,40.7323381,-74.0038162,2
THE GUTTER BAR,BROOKLYN,American,A,200 NORTH   14 STREET 11249.0,40.7227029,-73.95547940000002,2
THE HALAL GUYS,MANHATTAN,Mediterranean,A,307 E 14TH ST 10003.0,40.732342200000005,-73.98439509999999,2
THE HALAL GUYS,MANHATTAN,Middle Eastern,A,720 AMSTERDAM AVE 10025.0,40.7935784,-73.9710075,3
THE HIDEAWAY SEAPORT,MANHATTAN,American,A,22 PECK SLIP 10038.0,40.70805429999999,-74.00207890000001,4
THE HUDSON BAR ROOM,MANHATTAN,American,A,444 10TH AVE 10001.0,40.7550158,-73.998475,1
THE INTERNATIONAL CULINARY INSTITUTE,MANHATTAN,American,A,462 BROADWAY 10013.0,40.7208264,-74.00035540000002,2
THE JOHNSON'S,BROOKLYN,American,Z,369 TROUTMAN ST 11237.0,40.7058939,-73.9238922,5
THE KATI ROLL COMPANY,MANHATTAN,Indian,A,22 MAIDEN LN 10038.0,40.7091424,-74.0091285,1
THE KATI ROLL COMPANY,MANHATTAN,Indian,A,49 WEST   39 STREET 10018.0,40.7527522,-73.9846022,2
THE KEG ROOM,MANHATTAN,Irish,A,53 WEST   36 STREET 10018.0,40.750867299999996,-73.9859166,1
THE KUNJIP,MANHATTAN,Korean,A,32 W 32ND ST 10001.0,40.747640999999994,-73.987239,4
THE KUSTORY,MANHATTAN,Pakistani,Z,126 LEXINGTON AVE 10016.0,40.7429645,-73.9824821,9
THE LAVISH BAR & LOUNGE,QUEENS,American,A,11469 FARMERS BLVD 11412.0,40.696184,-73.761352,4
THE LAZY LLAMA COFFEE BAR,MANHATTAN,Caf̩/Coffee/Tea,A,72 E 1ST ST 10003.0,40.7234721,-73.98859540000001,3
THE LIBERTY,MANHATTAN,Irish,Z,29 WEST   35 STREET 10001.0,40.7484405,-73.98566439999998,4
THE LITTLE WHISKEY,BROOKLYN,American,A,36 WILSON AVE 11237.0,40.7028244,-73.92986259999998,1
THE LOEB BOATHOUSE CENTRAL PARK,MANHATTAN,American,Z,0 E 72ST CENTRAL PK DRIVE NORTH nan,40.7753313,-73.9687344,4
THE LOWELL,MANHATTAN,American,A,28 EAST   63 STREET 10065.0,40.7657037,-73.96921449999998,2
THE MAD DONKEY,QUEENS,American,A,3207 36 AVENUE 11106.0,40.75621350000001,-73.92850779999998,2
THE MEATBALL SHOP,MANHATTAN,American,A,1462 2ND AVENUE 10075.0,40.771570700000005,-73.95601090000001,2
THE MEATBALL SHOP,MANHATTAN,American,A,200 9TH AVE 10011.0,40.74588869999999,-74.0014391,3
THE NATIONAL,MANHATTAN,American,A,125 EAST   50 STREET 10022.0,40.7564828,-73.97206840000003,3
THE NEW PIZZA PROFESSOR,BROOKLYN,Jewish/Kosher,A,1824 AVENUE M 11230.0,40.6182902,-73.95636879999998,2
THE NEW STARLING ATHLETIC CLUB OF THE BRONX,BRONX,American,A,2222 HAVILAND AVENUE 10462.0,40.8304811,-73.84971759999998,1
THE ONENESS FOUNTAIN HEART,QUEENS,Vegetarian,A,15719 72 AVENUE 11367.0,40.7279954,-73.8113704,2
THE OX TAVERN,BROOKLYN,American,Z,1301 NEWKIRK AVE 11230.0,40.63497100000001,-73.965019,4
THE PATIO GRILL,QUEENS,American,A,21305 75 AVENUE 11364.0,40.7385563,-73.75876140000001,2
THE PATIO RESTAURANT,BROOKLYN,Peruvian,Z,6111 5TH AVE 11220.0,40.4527635,-79.9227142,5
THE PINE (HOLIDAY INN LAGUARDIA AIRPORT),QUEENS,American,A,3710 114TH ST 11368.0,40.75452689999999,-73.8541781,2
THE PIZZA PLACE,BRONX,Pizza,A,4024 WHITE PLAINS ROAD 10466.0,40.8890631,-73.859549,2
THE PORTERHOUSE,MANHATTAN,American,A,66 PEARL ST 10004.0,40.7034852,-74.01083129999998,2
THE POUR HOUSE,QUEENS,American,A,22301 HEMPSTEAD AVENUE 11429.0,40.712314899999996,-73.730885,4
THE QUARTER,BROOKLYN,American,Z,87 LAFAYETTE AVE 11217.0,40.687401200000004,-73.97487559999998,4
THE RED DOORS BAR AND GRILL,BROOKLYN,American,A,1205 SURF AVE 11224.0,38.99797,-74.796483,3
THE RIBBON,MANHATTAN,American,A,220 W 44TH ST 10036.0,40.757658,-73.98727290000001,3
THE RITZ-CARLTON HOTEL/AUDEN,MANHATTAN,American,Z,50 CENTRAL PARK SOUTH 10019.0,40.7654533,-73.97615970000001,4
THE RIVER CAFE,BROOKLYN,American,A,1 WATER STREET 11201.0,0.0,0.0,3
THE ROOST,MANHATTAN,Caf̩/Coffee/Tea,A,222 AVENUE B 10009.0,40.7290748,-73.97848040000002,3
THE RUSSIAN TEA ROOM,MANHATTAN,Russian,A,150 WEST   57 STREET 10019.0,40.7649476,-73.9794337,3
THE SHANTY,BROOKLYN,American,A,79 RICHARDSON STREET 11211.0,40.718610299999995,-73.9487971,1
THE SKYLARK,MANHATTAN,American,A,530 FASHION AVE 10018.0,40.754090000000005,-73.988815,2
THE SOCIAL BUTTERFLY,BROOKLYN,American,A,857 ATLANTIC AVENUE 11238.0,40.6814977,-73.9650147,2
THE SPANIARD,MANHATTAN,American,A,190 W 4TH ST 10014.0,40.7326969,-74.0022796,3
THE STARLINER,BROOKLYN,American,A,1446 MYRTLE AVE 11237.0,40.698805,-73.9168996,1
THE STATION CRAFT CUISINE,QUEENS,American,A,2507 QUEENS PLZ N 11101.0,40.7510523,-73.9395929,3
THE TACO PLACE,QUEENS,Tex-Mex,A,9403A 63RD DR 11374.0,40.7304752,-73.86075109999999,2
THE TANG,MANHATTAN,Asian,Z,120 1ST AVE 10009.0,40.7270159,-73.9854306,1
THE UP & UP,MANHATTAN,American,A,116 MACDOUGAL ST 10012.0,40.729684999999996,-74.000472,4
THE WATERFRONT (TRUMP GOLF LINKS),BRONX,American,A,500 HUTCHINSON RIVER PKWY 10465.0,40.8109625,-73.8336818,3
THE WAYFARER,MANHATTAN,American,A,101 W 57TH ST 10019.0,40.7647191,-73.97738100000001,3
THE WEI,BROOKLYN,Chinese,A,30 DEKALB AVE 11201.0,40.6896847,-73.9817862,3
THE WILLIAMSBURG HOTEL,BROOKLYN,American,Z,96 WYTHE AVE 11249.0,40.7216011,-73.9588991,5
THE WING,MANHATTAN,Caf̩/Coffee/Tea,A,45 E 20TH ST 10003.0,40.738768799999995,-73.98830809999998,2
THINK COFFEE,MANHATTAN,Caf̩/Coffee/Tea,A,500 W 30TH ST 10001.0,40.752050700000005,-74.00157589999998,2
THINK COFFEE,MANHATTAN,Caf̩/Coffee/Tea,Z,208 W 13TH ST 10011.0,40.738087,-74.001046,3
THINK SWEET CAFE,BROOKLYN,Jewish/Kosher,A,546 KINGS HIGHWAY 11223.0,40.60440029999999,-73.969359,4
THIRD RAIL COFFEE,MANHATTAN,Caf̩/Coffee/Tea,Z,159 2ND AVENUE 10003.0,40.7298763,-73.98728759999999,5
THOMASINA'S CATERING HALL,QUEENS,American,A,20535 LINDEN BOULEVARD 11412.0,40.696148,-73.74677690000001,2
THREE BROTHERS BAR,BROOKLYN,Mexican,A,4910 3RD AVE 11220.0,33.9986559,-118.3200207,4
THREE FLAVOR DUMPLING KING,BROOKLYN,Chinese,Z,6308 18TH AVE 11204.0,40.6191321,-73.99017169999998,4
TIANJIN DUMPLING HOUSE,QUEENS,Chinese,Z,4128 MAIN ST 11355.0,40.7571727,-73.8293161,6
TIELLA RESTAURANT,MANHATTAN,Italian,A,1109 1 AVENUE 10065.0,40.7608227,-73.96144809999998,2
TIERRA Y MAR RESTAURANT,MANHATTAN,Spanish,Z,4221 BROADWAY 10033.0,40.84914879999999,-73.9372246,5
TIME INC. CAFE AND COFFEE BAR,MANHATTAN,American,A,225 LIBERTY ST 10280.0,0.0,0.0,2
TIMES DELI & CAFE,MANHATTAN,Delicatessen,A,158 WEST 44 STREET 10036.0,40.75699530000001,-73.9854156,3
TING HUA CHINESE RESTAURANT,BROOKLYN,Chinese,A,351 SMITH ST 11231.0,40.650377299999995,-73.59380279999998,1
TINY'S PIZZA & PASTA,BRONX,Pizza,Z,1113 GRANT AVENUE 10456.0,40.831187400000005,-73.9167618,7
TIO LUCA,MANHATTAN,Spanish,A,421 MALCOLM X BLVD 10037.0,40.8117922,-73.94293950000001,3
TIO PEPE,MANHATTAN,Seafood,A,168 WEST    4 STREET 10014.0,40.7319679,-74.0016583,2
TIPSY SCOOP BROOKLYN,BROOKLYN,"Ice Cream, Gelato, Yogurt, Ices",A,270 METROPOLITAN AVE 11211.0,40.7145565,-73.9585548,1
TIRAMISU RESTAURANT,MANHATTAN,Italian,A,1410 3 AVENUE 10028.0,40.7751625,-73.9569666,2
TITOS EMPANADAS Y MAS,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Z,1221 JEROME AVENUE 10452.0,40.8369979,-73.92197469999998,5
TO SPITI,BROOKLYN,Greek,A,160 HAVEMEYER ST 11211.0,40.71147209999999,-73.9578638,1
TONY'S FOOD DELI GROCERY CORP,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Z,11737 FARMERS BLVD 11412.0,40.690625,-73.76196800000001,9
TONY'S PIER RESTAURANT,BRONX,Seafood,A,1 CITY ISLAND AVE 10464.0,40.83745,-73.7831321,3
TONY'S PIZZA II,BROOKLYN,Pizza/Italian,Z,1107 RUTLAND ROAD 11212.0,40.66492,-73.92338099999998,4
TONY'S PIZZERIA & RESTAURANT,QUEENS,Pizza/Italian,Z,4518 104 STREET 11368.0,40.7465006,-73.8601462,5
TOP HOPS,MANHATTAN,German,A,570 LEXINGTON AVE 10022.0,40.7570852,-73.97214919999998,0
TORNADO CREPE,QUEENS,Pancakes/Waffles,Z,8610 ROOSEVELT AVE 11372.0,40.7477823,-73.87990040000001,6
TORTILLAS KING,BROOKLYN,Tex-Mex,A,7103 18TH AVE 11204.0,40.6191321,-73.99017169999998,2
TOWN HALL THEATRE,MANHATTAN,American,A,123 WEST   43 STREET 10036.0,40.7560984,-73.9845125,2
TRAILER PARK LOUNGE,MANHATTAN,American,Z,271 WEST   23 STREET 10011.0,40.745325,-73.997813,6
TRANS-PECOS,QUEENS,American,A,915 WYCKOFF AVE 11385.0,40.6970575,-73.9061779,2
TRATTORIA DELLA ARTE,MANHATTAN,Italian,A,900 7 AVENUE 10106.0,40.7654454,-73.9805358,2
TREADWELL PARK/SUGAR EAST,MANHATTAN,Barbecue,A,1125 1 AVENUE 10065.0,40.761466399999996,-73.9611013,3
TRES CHIVOS RESTAURANT,BROOKLYN,Mexican,Z,5717 5TH AVE 11220.0,40.640723200000004,-74.0145557,6
TRINI ROTI HOUSE AND BAKERY,BROOKLYN,Caribbean,A,1065 RUTLAND ROAD 11212.0,40.66396820000001,-73.92484509999998,4
TRIPLE A DINER,MANHATTAN,American,Z,2061 2 AVENUE 10029.0,40.790568,-73.942769,11
TRIPLE RED,BROOKLYN,Asian,A,2122 86TH ST 11214.0,40.6027429,-73.99565009999998,2
TRONO DE MEXICO,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,3819 69 STREET 11377.0,40.7466351,-73.8960468,2
